title,score,synopsis,Action,Adventure,Animation,Avant Garde,Award Winning,Biography,Boys Love,Comedy,Crime,Documentary,Drama,Ecchi,Family,Fantasy,Game-Show,Girls Love,Gourmet,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Slice of Life,Sport,Sports,Supernatural,Suspense,Talk-Show,Thriller,War,Western
Inu x Boku SS,7.39,"Ririchiyo Shirakiin sheltered daughter renowned family . petite build wealthy status , Ririchiyo protected dependent girl entire life , decided change . However , one problem—the young girl sharp tongue ca n't control , terrible communication skills . help childhood friend , Ririchiyo takes residence Maison de Ayakashi , secluded high-security apartment complex , unsociable 15-year-old soon discovers , home host bizarre individuals . Furthermore , quirky personalities strangest things : inhabitant Maison de Ayakashi , including Ririchiyo , actually half-human , half-youkai . Ririchiyo 's troubles begun . requirement staying new home , must accompanied Secret Service agent . Ririchiyo 's new partner , Soushi Miketsukami , handsome , quiet ... ridiculously clingy creepily submissive . Soushi , new supernatural neighbors , beginning high school , Ririchiyo definitely seems difficult path ahead . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Usagi Drop Specials,7.94,"Happa Suizokukan One morning , Daikichi Kawachi finds Rin Kaga eagerly crafting fish autumn leaves . Wanting spur newfound interest , Daikichi helps Rin learn beautiful diverse animals live sea . Santa-san e Spending first Christmas together , Daikichi Rin prepare welcome Santa Claus reindeer . Osora ni Mankai cherry blossoms full bloom , Rin wants go flower watching next day Daikichi alongside Kouki Yukari Nitani . However , forecast spring storm may dampen plans . Kaeri Michi visit summer festival , Kouki still energetic wishes look around . Daikichi decides take group quick detour heading home . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sekaiichi Hatsukoi 2,7.85,"First loves messy . settling shoujo manga editor famous Marukawa Publishing House , Ritsu Onodera quite troubled . Working stern superb Masamune Takano hard enough . However , Masamune Ritsu 's first love middle school also suddenly declares make Ritsu fall . Unknown , another editor department , Yoshiyuki Katori , relationship popular manga artist Chiaki Yoshino . carefree Chiaki fails notice , however , high school friend—Yuu Yanase—thinks friend . stoic caring Hatori surrender love easily . Falling love first time 30 certainly troublesome . Shouta Kisa , yet another editor , going 21-year-old Kou Yukina , art student . Despite Yukina 's assurances , Kisa help doubt whether someone like truly worthy younger , `` sparkling '' boyfriend . [ Written MAL Rewrite ]",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hybrid Child,7.54,"skilled craftsman Kuroda created artificial humans called Hybrid Child—creatures neither machines dolls , rather reflection love shown . feel human emotions consciousness , real humans require love grow . Kotarou Izumi young heir noble Izumi family , frowned upon brings abandoned Hybrid Child found garbage household . family even attempts throw away Hazuki—Kotarou 's name Hybrid Child—multiple times paying attention . overcoming obstacles , love bond connecting grow stronger . However , ten years pass horrifying realization dawns : Hybrid Child might endless life span . Hybrid Child collection three short love stories , depicting relationship artificial humans owners . [ Written MAL Rewrite ]",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Papa no Iukoto wo Kikinasai!,7.27,"Yuuta Segawa started freshman year university . One day , sister Yuri , raised parents died , asks take care daughters Hina , Sora Miu husband go overseas business trip . Yuuta grudgingly accepts , tragedy strikes plane goes missing passengers presumed dead . effort prevent three girls split , Yuuta goes family takes , sister took one else . four find new peculiar situation : Yuuta must learn balance new responsibilities—as newest member Street Observation Research Society , club people watching , also father figure—while Sora , Miu , Hina come terms loss parents . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hidamari Sketch x Honeycomb,7.92,"Studying Yamabuki Arts High School dream-come-true Yuno , 's learned much already ! instructors , friends neighbors 've become second family made Hidamari Apartments safe nurturing home . day `` big sisters '' Sae Hiro 's graduation draws slowly closer , 's time Yuno start seriously taking role Nazuna , Nori budding young artists 've entered Hidamari 's protective cocoon . 's also time tackle really challenging artistic assignments . n't mean wo n't still time fun Miyako others , 's definitely time pencil plans future . sometimes means put art course ! ( Source : Sentai Filmworks )",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zero no Tsukaima F,7.44,"Saito Hiraga Louise Françoise Le Blanc de La Vallière go offensive events Zero Tsukaima : Princesses Rondo . Together , face King Joseph Holy City Romalia help two others control power `` void . '' midst many conflicts ahead , ancient evil begins stir shadows . close bonds blossom something shattered ever increasing difficulty tasks must undertake ? Zero Tsukaima F follows story Louise Saito face final challenges together . [ Written MAL Rewrite ]",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,7.52,Special episode Trunks going back future fighting Androids . Also known episode 98 Dragon Ball Kai .,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shin Tennis no Ouji-sama,7.54,"Ryouma Echizen one 50 nationally ranked middle school tennis players receive invitation Japan U-17 tennis training camp . Previously open high school players , exclusive regiment trains best players country upcoming U-17 World Cup . high schoolers pleased middle schoolers allowed camp , middle schoolers easily overwhelm halted coaches . rules camp soon explained : players split one 16 courts based skill , best players occupying Court 1 . Players move courts based `` shuffle matches '' occur practice begins day . anticipation game , middle schoolers asked pair one another , find would playing doubles partners . Instead , pitted tiebreaker-style game . winner match would allowed stay develop skills whereas loser would sent home . sake tennis , friendships camaraderie put line . fierce competition middle high schoolers persists , situations find goes deeper playing remain camp . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ano Natsu de Matteru,7.42,"testing camera bridge one summer night , Kaito Kirishima sees blue light streaking across sky , blown railing seconds later . succumbing unconsciousness , hand reaches grab ahold . Dazed confused , Kaito wakes next morning wondering ended back room apparent injuries recollection night . proceeds normal school life , Kaito friends discuss camera , finally deciding make film upcoming summer break . Noticing Kaito interest new upperclassmen Ichika Takatsuki , friend Tetsurou Ishigaki decides invite , well friend Remon Yamano , join movie project . becomes one entertaining exciting summers lives , Kaito friends find time spent together creating film , something much meaningful force confront true feelings . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Toradora!: Bentou no Gokui,7.43,"unaired episode included Blu-ray box set . Yuusaku brings extravagant bento box share class , makes Ryuuji feel inferior bento making skills . Desperate beat bentos , Ryuuji obsessively tries compete point even brings rice cooker school . Taiga brings salty onigiri , Ryuuji realises true meaning bentos taste , feelings put . ( Source : Wikipedia )",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High School DxD,7.34,"High school student Issei Hyoudou run-of-the-mill pervert nothing productive life , peeping women dreaming harem one day . Things seem looking Issei beautiful girl asks date , although turns fallen angel brutally kills ! However , gets second chance life beautiful senior student Rias Gremory , top-class devil , revives servant , recruiting Issei ranks school 's Occult Research club . Slowly adjusting new life , Issei must train fight order survive violent world angels devils . new adventure leads many hilarious ( risqué ) moments new comrades , keeping new life secret friends family High School DxD ! [ Written MAL Rewrite ]",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blood Lad,7.26,"Staz Charlie Blood powerful vampire rules Eastern district Demon World . According rumors , bloodthirsty merciless monster , reality , Staz otaku obsessed Japanese culture completely uninterested human blood . Leaving management territory underlings , Staz spends days lazing around , indulging anime , manga , games . Fuyumi Yanagi , Japanese girl , accidentally wanders portal leading demon world , Staz overjoyed . starting feel unusual attraction , territory attacked , resulting Fuyumi 's untimely death . turns wandering ghost crestfallen Staz vows resurrect would mean able travel human world , something always dreamed . Blood Lad follows Staz Fuyumi , soon joined spatial magician Bell half-werewolf Wolf , travel find magic bring humans back life . [ Written MAL Rewrite ]",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hakuouki OVA,7.4,Two short OVA Hakuouki distributed purchased six volumes DVD . fandisc game `` Hakuoki Zuisouroku '' official parody `` Hakuoki SSL ( high school parody ) '' animated .,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Natsume Yuujinchou Shi,8.65,"Takashi Natsume , timid youkai expert master Book Friends , continues journey towards self-understanding acceptance help friends new old . important ally still gluttonous sake-loving bodyguard , arrogant fiercely protective wolf spirit Madara—or Nyanko-sensei , Madara called usual disguise unassuming , pudgy cat . Natsume , briefly separated Nyanko-sensei , ambushed kidnapped strange group masked , monkey-like youkai , spirited away forest desperately search Book Friends . Realizing `` servant '' taken right nose , Nyanko-sensei enlists help Natsume 's youkai friends mounts rescue operation . However , forest monkey spirits holds many dangerous enemies , including Matoba Clan , Natsume 's old nemesis . Stretching formidable hideout Matoba Natsume 's childhood home , Natsume Yuujinchou Shi sweeping familiar return world danger friendship , Natsume finally confront demons past . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ao no Exorcist Movie,7.58,"grand festival True Cross Academy draws near , exwires exorcists alike combine efforts banish demon threatens celebrations . Among , Rin Okumura tasked exorcising soul-devouring demon known Phantom Train alongside brother Yukio Shiemi Moriyama . mission , Phantom Train escapes tracks begins ravaging True Cross Academy . ensuing chaos , Rin encounters childlike demon dubs Usamaro , begins develop odd friendship . However , Usamaro 's abilities might far sinister Rin initially expected . [ Written MAL Rewrite ]",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimi to Boku. 2,7.93,"`` matter many years go , 'm sure 'll still laughing together . '' Twins Yuta Yuki , Kaname , Shun childhood friends since kindergarten . transfer student Chizuru joins , five man school life becomes lively . changing seasons , boys find laughter , surprises , love , new encounters waiting . second season boys growing little every day invaluable daily lives begin ! ( Source : Crunchyroll )",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Toaru Majutsu no Index Movie: Endymion no Kiseki,7.43,"scientifically advanced Academy City , miracle occur : completion world 's first space elevator , `` Endymion . '' Meanwhile , certain high school student , Touma Kamijou , companion Index going daily lives encounter befriend Arisa Meigo , cheerful ambitious singer . strange occurrences begin taking place throughout city , lead discovery intricate plot surrounding Arisa Endymion . Things get complicated Stiyl Magnus appears , signifying magical world somehow involved ... [ Written MAL Rewrite ]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Accel World,7.23,"Haruyuki Arita overweight , bullied middle schooler finds solace playing online games . life takes drastic turn one day , finds high scores topped Kuroyukihime , popular vice president student council . invites student lounge introduces `` Brain Burst , '' program allows users accelerate brain waves point time seems stop . Brain Burst also functions augmented reality fighting game , order get points accelerate , users must win duels players . However , user loses points , also lose access Brain Burst forever . Kuroyukihime explains chose show Haruyuki program needs help . wants meet creator Brain Burst uncover reason created , 's easier said done ; , must defeat `` Six Kings Pure Color , '' powerful faction leaders within game , reach level 10 , highest level attainable . girl helps Haruyuki overcome bullies torment , vows help realize goal , begins duo 's fight reach top . [ Written MAL Rewrite ]",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kuroko no Basket,8.07,"last three years , Teikou Middle School dominated national basketball scene legendary lineup : `` Generation Miracles . '' consisted five prodigies excelled sport , `` Phantom Sixth Man '' lurked shadows helped earn team revered status . Eventually , monstrous growth jaded sport loved made go separate ways high school . search new members , Seirin High School basketball team recruits Taiga Kagami Tetsuya Kuroko , two freshmen seem significant differences abilities . returned recently America , Kagami natural aptitude relentless love sport . Meanwhile , Kuroko lacks presence exhibits outstanding athletic talent . However , later revealed Teikou 's Phantom Sixth Man—the player part Generation Miracles . Kuroko wants prove Seirin team strong way . Seeing conviction , Kagami forms dynamic partnership Kuroko , latter promising support Kagami 's `` light '' `` shadow . '' Alongside new Seirin teammates , aim conquer upcoming Interhigh championship , reappearance Kuroko 's former teammates complicates plan . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lupin III: Chi no Kokuin - Eien no Mermaid,7.23,Two jewels key ancient treasure Yaobikuni . legend person find treasure one walk path death . Lupin interested ? one treasure grandfather sought steal . ( Source : AniDB ),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",7.4,Extra episode 7th Blu-ray DVD volumes .,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Danshi Koukousei no Nichijou,8.24,"Roaming halls all-boys Sanada North High School three close comrades : eccentric ringleader hyperactive imagination Hidenori , passionate Yoshitake , rational prudent Tadakuni . lives filled giant robots , true love , intense drama ... colorful imaginations , least . reality , everyday trio ordinary guys trying pass time , said everyday life could n't interesting ? Whether 's intricate RPG reenactment unexpected romantic encounter riverbank sunset , Danshi Koukousei Nichijou rife bizarre yet hilariously relatable situations anything mundane . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kokoro Connect,7.75,"five students Yamaboshi Academy realize clubs fit , band together form Student Cultural Society , `` StuCS '' short . club consists : Taichi Yaegashi , hardcore wrestling fan ; Iori Nagase , indecisive optimist ; Himeko Inaba , calm computer genius ; Yui Kiriyama , petite karate practitioner ; Yoshifumi Aoki , class clown . One day , Aoki Yui experience strange incident , without warning , switch bodies short period time . supernatural phenomenon continues occur randomly amongst five friends , begin realize fun games . forced become closer ever , soon discover 's hidden secrets emotional scars , could end tearing StuCS friendship apart . [ Written MAL Rewrite ]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
